Date,Open,High,Low,Close,Adj Close,Volume
2022-02-22,164.979996,166.690002,162.149994,164.320007,162.670746,91162800
2022-02-23,165.539993,166.149994,159.750000,160.070007,158.463394,90009200
2022-02-24,152.580002,162.850006,152.000000,162.740005,161.106567,141147500
2022-02-25,163.839996,165.119995,160.869995,164.850006,163.195404,91974200
2022-02-28,163.059998,165.419998,162.429993,165.119995,163.462677,95056600
2022-03-01,164.699997,166.600006,161.970001,163.199997,161.561966,83474400
2022-03-02,164.389999,167.360001,162.949997,166.559998,164.888260,79724800
2022-03-03,168.470001,168.910004,165.550003,166.229996,164.561554,76678400
2022-03-04,164.490005,165.550003,162.100006,163.169998,161.532257,83737200
2022-03-07,163.360001,165.020004,159.039993,159.300003,157.701111,96418800
2022-03-08,158.820007,162.880005,155.800003,157.440002,155.859756,131148300
2022-03-09,161.479996,163.410004,159.410004,162.949997,161.314453,91454900
2022-03-10,160.199997,160.389999,155.979996,158.520004,156.928925,105342000
2022-03-11,158.929993,159.279999,154.500000,154.729996,153.176956,96970100
2022-03-14,151.449997,154.119995,150.100006,150.619995,149.108200,108732100
2022-03-15,150.899994,155.570007,150.380005,155.089996,153.533371,92964300
2022-03-16,157.050003,160.000000,154.460007,159.589996,157.988190,102300200
2022-03-17,158.610001,161.000000,157.630005,160.619995,159.007858,75615400
2022-03-18,160.509995,164.479996,159.759995,163.979996,162.334137,123511700
2022-03-21,163.509995,166.350006,163.009995,165.380005,163.720078,95811400
2022-03-22,165.509995,169.419998,164.910004,168.820007,167.125565,81532000
2022-03-23,167.990005,172.639999,167.649994,170.210007,168.501602,98062700
2022-03-24,171.059998,174.139999,170.210007,174.070007,172.322876,90131400
2022-03-25,173.880005,175.279999,172.750000,174.720001,172.966354,80546200
2022-03-28,172.169998,175.729996,172.000000,175.600006,173.837509,90371900
2022-03-29,176.690002,179.009995,176.339996,178.960007,177.163788,100589400
2022-03-30,178.550003,179.610001,176.699997,177.770004,175.985748,92633200
2022-03-31,177.839996,178.029999,174.399994,174.610001,172.857452,103049300
2022-04-01,174.029999,174.880005,171.940002,174.309998,172.560455,78751300
2022-04-04,174.570007,178.490005,174.440002,178.440002,176.649002,76468400
2022-04-05,177.500000,178.300003,174.419998,175.059998,173.302917,73401800
2022-04-06,172.360001,173.630005,170.130005,171.830002,170.105331,89058800
2022-04-07,171.160004,173.360001,169.850006,172.139999,170.412231,77594700
2022-04-08,171.779999,171.779999,169.199997,170.089996,168.382797,76575500
2022-04-11,168.710007,169.029999,165.500000,165.750000,164.086365,72246700
2022-04-12,168.020004,169.869995,166.639999,167.660004,165.977188,79265200
2022-04-13,167.389999,171.039993,166.770004,170.399994,168.689682,70618900
2022-04-14,170.619995,171.270004,165.039993,165.289993,163.630966,75329400
2022-04-18,163.919998,166.600006,163.570007,165.070007,163.413193,69023900
2022-04-19,165.020004,167.820007,163.910004,167.399994,165.719788,67723800
2022-04-20,168.759995,168.880005,166.100006,167.229996,165.551514,67929800
2022-04-21,168.910004,171.529999,165.910004,166.419998,164.749649,87227800
2022-04-22,166.460007,167.869995,161.500000,161.789993,160.166122,84882400
2022-04-25,161.119995,163.169998,158.460007,162.880005,161.245193,96046400
2022-04-26,162.250000,162.339996,156.720001,156.800003,155.226227,95623200
2022-04-27,155.910004,159.789993,155.380005,156.570007,154.998535,88063200
2022-04-28,159.250000,164.520004,158.929993,163.639999,161.997543,130216800
2022-04-29,161.839996,166.199997,157.250000,157.649994,156.067642,131747600
2022-05-02,156.710007,158.229996,153.270004,157.960007,156.374573,123055300
2022-05-03,158.149994,160.710007,156.320007,159.479996,157.879288,88966500
2022-05-04,159.669998,166.479996,159.259995,166.020004,164.353653,108256500
2022-05-05,163.850006,164.080002,154.949997,156.770004,155.196518,130525300
2022-05-06,156.009995,159.440002,154.179993,157.279999,155.930145,116124600
2022-05-09,154.929993,155.830002,151.490005,152.059998,150.754944,131577900
2022-05-10,155.520004,156.740005,152.929993,154.509995,153.183899,115366700
2022-05-11,153.500000,155.449997,145.809998,146.500000,145.242661,142689800
2022-05-12,142.770004,146.199997,138.800003,142.559998,141.336487,182602000
2022-05-13,144.589996,148.100006,143.110001,147.110001,145.847427,113990900
2022-05-16,145.550003,147.520004,144.179993,145.539993,144.290909,86643800
2022-05-17,148.860001,149.770004,146.679993,149.240005,147.959167,78336300
2022-05-18,146.850006,147.360001,139.899994,140.820007,139.611420,109742900
2022-05-19,139.880005,141.660004,136.600006,137.350006,136.171219,136095600
2022-05-20,139.089996,140.699997,132.610001,137.589996,136.409134,137426100
2022-05-23,137.789993,143.259995,137.649994,143.110001,141.881760,117726300
2022-05-24,140.809998,141.970001,137.330002,140.360001,139.155365,104132700
2022-05-25,138.429993,141.789993,138.339996,140.520004,139.313995,92482700
2022-05-26,137.389999,144.339996,137.139999,143.779999,142.546021,90601500
2022-05-27,145.389999,149.679993,145.259995,149.639999,148.355728,90978500
2022-05-31,149.070007,150.660004,146.839996,148.839996,147.562607,103718400
2022-06-01,149.899994,151.740005,147.679993,148.710007,147.433716,74286600
2022-06-02,147.830002,151.270004,146.860001,151.210007,149.912247,72348100
2022-06-03,146.899994,147.970001,144.460007,145.380005,144.132294,88570300
2022-06-06,147.029999,148.570007,144.899994,146.139999,144.885773,71598400
2022-06-07,144.350006,149.000000,144.100006,148.710007,147.433716,67808200
2022-06-08,148.580002,149.869995,147.460007,147.960007,146.690140,53950200
2022-06-09,147.080002,147.949997,142.529999,142.639999,141.415817,69473000
2022-06-10,140.279999,140.759995,137.059998,137.130005,135.953094,91437900
2022-06-13,132.869995,135.199997,131.440002,131.880005,130.748138,122207100
2022-06-14,133.130005,133.889999,131.479996,132.759995,131.620590,84784300
2022-06-15,134.289993,137.339996,132.160004,135.429993,134.267670,91533000
2022-06-16,132.080002,132.389999,129.039993,130.059998,128.943771,108123900
2022-06-17,130.070007,133.080002,129.809998,131.559998,130.430893,134520300
2022-06-21,133.419998,137.059998,133.320007,135.869995,134.703888,81000500
2022-06-22,134.789993,137.759995,133.910004,135.350006,134.188370,73409200
2022-06-23,136.820007,138.589996,135.630005,138.270004,137.083298,72433800
2022-06-24,139.899994,141.910004,139.770004,141.660004,140.444229,89116800
2022-06-27,142.699997,143.490005,140.970001,141.660004,140.444229,70207900
2022-06-28,142.130005,143.419998,137.320007,137.440002,136.260422,67083400
2022-06-29,137.460007,140.669998,136.669998,139.229996,138.035049,66242400
2022-06-30,137.250000,138.369995,133.770004,136.720001,135.546600,98964500
2022-07-01,136.039993,139.039993,135.660004,138.929993,137.737610,71051600
2022-07-05,137.770004,141.610001,136.929993,141.559998,140.345078,73353800
2022-07-06,141.350006,144.119995,141.080002,142.919998,141.693375,74064300
2022-07-07,143.289993,146.550003,143.279999,146.350006,145.093964,66253700
2022-07-08,145.259995,147.550003,145.000000,147.039993,145.778030,64547800
2022-07-11,145.669998,146.639999,143.779999,144.869995,143.626648,63141600
2022-07-12,145.759995,148.449997,145.050003,145.860001,144.608139,77588800
2022-07-13,142.990005,146.449997,142.119995,145.490005,144.241333,71185600
2022-07-14,144.080002,148.949997,143.250000,148.470001,147.195755,78140700
2022-07-15,149.779999,150.860001,148.199997,150.169998,148.881149,76259900
2022-07-18,150.740005,151.570007,146.699997,147.070007,145.807785,81420900
2022-07-19,147.919998,151.229996,146.910004,151.000000,149.704025,82982400
2022-07-20,151.119995,153.720001,150.369995,153.039993,151.726532,64823400
2022-07-21,154.500000,155.570007,151.940002,155.350006,154.016724,65086600
2022-07-22,155.389999,156.279999,153.410004,154.089996,152.767517,66675400
2022-07-25,154.009995,155.039993,152.279999,152.949997,151.637314,53623900
2022-07-26,152.259995,153.089996,150.800003,151.600006,150.298904,55138700
2022-07-27,152.580002,157.330002,152.160004,156.789993,155.444336,78620700
2022-07-28,156.979996,157.639999,154.410004,157.350006,155.999557,81378700
2022-07-29,161.240005,163.630005,159.500000,162.509995,161.115250,101786900
2022-08-01,161.009995,163.589996,160.889999,161.509995,160.123825,67829400
2022-08-02,160.100006,162.410004,159.630005,160.009995,158.636703,59907000
2022-08-03,160.839996,166.589996,160.750000,166.130005,164.704208,82507500
2022-08-04,166.009995,167.190002,164.429993,165.809998,164.386932,55474100
2022-08-05,163.210007,165.850006,163.000000,165.350006,164.158600,56697000
2022-08-08,166.369995,167.809998,164.199997,164.869995,163.682037,60276900
2022-08-09,164.020004,165.820007,163.250000,164.919998,163.731689,63135500
2022-08-10,167.679993,169.339996,166.899994,169.240005,168.020569,70170500
2022-08-11,170.059998,170.990005,168.190002,168.490005,167.275970,57149200
2022-08-12,169.820007,172.169998,169.399994,172.100006,170.859970,68039400
2022-08-15,171.520004,173.389999,171.350006,173.190002,171.942108,54091700
2022-08-16,172.779999,173.710007,171.660004,173.029999,171.783249,56377100
2022-08-17,172.770004,176.149994,172.570007,174.550003,173.292313,79542000
2022-08-18,173.750000,174.899994,173.119995,174.149994,172.895172,62290100
2022-08-19,173.029999,173.740005,171.309998,171.520004,170.284134,70346300
2022-08-22,169.690002,169.860001,167.139999,167.570007,166.362610,69026800
2022-08-23,167.080002,168.710007,166.649994,167.229996,166.025055,54147100
2022-08-24,167.320007,168.110001,166.250000,167.529999,166.322891,53841500
2022-08-25,168.779999,170.139999,168.350006,170.029999,168.804855,51218200
2022-08-26,170.570007,171.050003,163.559998,163.619995,162.441040,78961000
2022-08-29,161.149994,162.899994,159.820007,161.380005,160.217209,73314000
2022-08-30,162.130005,162.559998,157.720001,158.910004,157.765015,77906200
2022-08-31,160.309998,160.580002,157.139999,157.220001,156.087189,87991100
2022-09-01,156.639999,158.419998,154.669998,157.960007,156.821854,74229900
2022-09-02,159.750000,160.360001,154.970001,155.809998,154.687332,76957800
2022-09-06,156.470001,157.089996,153.690002,154.529999,153.416550,73714800
2022-09-07,154.820007,156.669998,153.610001,155.960007,154.836258,87449600
2022-09-08,154.639999,156.360001,152.679993,154.460007,153.347076,84923800
2022-09-09,155.470001,157.820007,154.750000,157.369995,156.236084,68028800
2022-09-12,159.589996,164.259995,159.300003,163.429993,162.252426,104956000
2022-09-13,159.899994,160.539993,153.369995,153.839996,152.731522,122656600
2022-09-14,154.789993,157.100006,153.610001,155.309998,154.190933,87965400
2022-09-15,154.649994,155.240005,151.380005,152.369995,151.272110,90481100
2022-09-16,151.210007,151.350006,148.369995,150.699997,149.614136,162278800
2022-09-19,149.309998,154.559998,149.100006,154.479996,153.366898,81474200
2022-09-20,153.399994,158.080002,153.080002,156.899994,155.769485,107689800
2022-09-21,157.339996,158.740005,153.600006,153.720001,152.612381,101696800
2022-09-22,152.380005,154.470001,150.910004,152.740005,151.639465,86652500
2022-09-23,151.190002,151.470001,148.559998,150.429993,149.346085,96029900
2022-09-26,149.660004,153.770004,149.639999,150.770004,149.683640,93339400
2022-09-27,152.740005,154.720001,149.949997,151.759995,150.666519,84442700
2022-09-28,147.639999,150.639999,144.839996,149.839996,148.760345,146691400
2022-09-29,146.100006,146.720001,140.679993,142.479996,141.453369,128138200
2022-09-30,141.279999,143.100006,138.000000,138.199997,137.204208,124925300
2022-10-03,138.210007,143.070007,137.690002,142.449997,141.423584,114311700
2022-10-04,145.029999,146.220001,144.259995,146.100006,145.047302,87830100
2022-10-05,144.070007,147.380005,143.009995,146.399994,145.345123,79471000
2022-10-06,145.809998,147.539993,145.220001,145.429993,144.382111,68402200
2022-10-07,142.539993,143.100006,139.449997,140.089996,139.080612,85925600
2022-10-10,140.419998,141.889999,138.570007,140.419998,139.408234,74899000
2022-10-11,139.899994,141.350006,138.220001,138.979996,137.978592,77033700
2022-10-12,139.130005,140.360001,138.160004,138.339996,137.343185,70433700
2022-10-13,134.990005,143.589996,134.369995,142.990005,141.959732,113224000
2022-10-14,144.309998,144.520004,138.190002,138.380005,137.382935,88598000
2022-10-17,141.070007,142.899994,140.270004,142.410004,141.383896,85250900
2022-10-18,145.490005,146.699997,140.610001,143.750000,142.714233,99136600
2022-10-19,141.690002,144.949997,141.500000,143.860001,142.823441,61758300
2022-10-20,143.020004,145.889999,142.649994,143.389999,142.356827,64522000
2022-10-21,142.869995,147.850006,142.649994,147.270004,146.208878,86548600
2022-10-24,147.190002,150.229996,146.000000,149.449997,148.373138,75981900
2022-10-25,150.089996,152.490005,149.360001,152.339996,151.242340,74732300
2022-10-26,150.960007,151.990005,148.039993,149.350006,148.273880,88194300
2022-10-27,148.070007,149.050003,144.130005,144.800003,143.756668,109180200
2022-10-28,148.199997,157.500000,147.820007,155.740005,154.617859,164762400
2022-10-31,153.160004,154.240005,151.919998,153.339996,152.235107,97943200
2022-11-01,155.080002,155.449997,149.130005,150.649994,149.564499,80379300
2022-11-02,148.949997,152.169998,145.000000,145.029999,143.985001,93604600
2022-11-03,142.059998,142.800003,138.750000,138.880005,137.879333,97918500
2022-11-04,142.089996,142.669998,134.380005,138.380005,137.610825,140814800
2022-11-07,137.110001,139.149994,135.669998,138.919998,138.147812,83374600
2022-11-08,140.410004,141.429993,137.490005,139.500000,138.724609,89908500
2022-11-09,138.500000,138.550003,134.589996,134.869995,134.120331,74917800
2022-11-10,141.240005,146.869995,139.500000,146.869995,146.053635,118854000
2022-11-11,145.820007,150.009995,144.369995,149.699997,148.867889,93979700
2022-11-14,148.970001,150.279999,147.429993,148.279999,147.455780,73374100
2022-11-15,152.220001,153.589996,148.559998,150.039993,149.205994,89868300
2022-11-16,149.130005,149.869995,147.289993,148.789993,147.962952,64218300
2022-11-17,146.429993,151.479996,146.149994,150.720001,149.882248,80389400
2022-11-18,152.309998,152.699997,149.970001,151.289993,150.449081,74829600
2022-11-21,150.160004,150.369995,147.720001,148.009995,147.187286,58724100
2022-11-22,148.130005,150.419998,146.929993,150.179993,149.345215,51804100
2022-11-23,149.449997,151.830002,149.339996,151.070007,150.230301,58301400
2022-11-25,148.309998,148.880005,147.119995,148.110001,147.286728,35195900
2022-11-28,145.139999,146.639999,143.380005,144.220001,143.418365,69246000
2022-11-29,144.289993,144.809998,140.350006,141.169998,140.385315,83763800
2022-11-30,141.399994,148.720001,140.550003,148.029999,147.207169,111380900
2022-12-01,148.210007,149.130005,146.610001,148.309998,147.485626,71250400
2022-12-02,145.960007,148.000000,145.649994,147.809998,146.988403,65447400
2022-12-05,147.770004,150.919998,145.770004,146.630005,145.814972,68826400
2022-12-06,147.070007,147.300003,141.919998,142.910004,142.115646,64727200
2022-12-07,142.190002,143.369995,140.000000,140.940002,140.156601,69721100
2022-12-08,142.360001,143.520004,141.100006,142.649994,141.857086,62128300
2022-12-09,142.339996,145.570007,140.899994,142.160004,141.369827,76097000
2022-12-12,142.699997,144.500000,141.059998,144.490005,143.686859,70462700
2022-12-13,149.500000,149.970001,144.240005,145.470001,144.661423,93886200
2022-12-14,145.350006,146.660004,141.160004,143.210007,142.413986,82291200
2022-12-15,141.110001,141.800003,136.029999,136.500000,135.741272,98931900
2022-12-16,136.690002,137.649994,133.729996,134.509995,133.762314,160156900
2022-12-19,135.110001,135.199997,131.320007,132.369995,131.634232,79592600
2022-12-20,131.389999,133.250000,129.889999,132.300003,131.564636,77432800
2022-12-21,132.979996,136.809998,132.750000,135.449997,134.697098,85928000
2022-12-22,134.350006,134.559998,130.300003,132.229996,131.495010,77852100
2022-12-23,130.919998,132.419998,129.639999,131.860001,131.127045,63814900
2022-12-27,131.380005,131.410004,128.720001,130.029999,129.307251,69007800
2022-12-28,129.669998,131.029999,125.870003,126.040001,125.339417,85438400
2022-12-29,127.989998,130.479996,127.730003,129.610001,128.889572,75703700
2022-12-30,128.410004,129.949997,127.430000,129.929993,129.207794,77034200
